Open,Close
124.06999969482422,124.125
124.12010192871094,124.38500213623047
124.38500213623047,124.58999633789062
124.58999633789062,124.81999969482422
124.81999969482422,124.76000213623047
124.75890350341797,124.92500305175781
124.92440032958984,125.25
125.25,125.08999633789062
125.0999984741211,125.08000183105469
125.08999633789062,124.91100311279297
124.91999816894531,124.9655990600586
124.95999908447266,124.83000183105469
124.83499908447266,124.83000183105469
124.83999633789062,124.91999816894531
124.93000030517578,124.92500305175781
124.92060089111328,125.06500244140625
125.05999755859375,125.13999938964844
125.13500213623047,124.96990203857422
124.96499633789062,124.95999908447266
124.95999908447266,125.0
125.0,125.10430145263672
125.11000061035156,125.23989868164062
125.2301025390625,125.33439636230469
125.33419799804688,125.36869812011719
125.37000274658203,125.1532974243164
125.16000366210938,125.11499786376953
125.11990356445312,125.13500213623047
125.13390350341797,125.11499786376953
125.12000274658203,125.06999969482422
125.07450103759766,125.0999984741211
125.11000061035156,125.0250015258789
125.0199966430664,125.15499877929688
125.15950012207031,125.31999969482422
125.32009887695312,125.3949966430664
125.4000015258789,125.68499755859375
125.68450164794922,125.80000305175781
125.79499816894531,125.91500091552734
125.91500091552734,125.88500213623047
125.87999725341797,125.77799987792969
125.77899932861328,125.86000061035156
125.85990142822266,125.62000274658203
125.62000274658203,125.64990234375
125.6500015258789,125.62789916992188
125.625,125.5199966430664
125.5250015258789,125.61309814453125
125.61000061035156,125.6050033569336
125.60169982910156,125.53450012207031
125.53479766845703,125.5
125.5,125.67230224609375
125.6729965209961,125.62999725341797
125.63999938964844,125.71089935302734
125.71499633789062,125.77989959716797
125.7782974243164,125.67990112304688
125.66999816894531,125.68000030517578
125.68250274658203,125.6500015258789
125.65709686279297,125.76499938964844
125.76499938964844,125.66000366210938
125.66999816894531,125.76499938964844
125.76709747314453,125.74500274658203
125.74500274658203,125.76000213623047
125.7699966430664,125.87699890136719
125.875,125.89240264892578
125.89219665527344,125.95500183105469
125.95500183105469,126.13500213623047
126.13990020751953,126.11170196533203
126.11000061035156,126.05470275878906
126.05000305175781,125.97000122070312
125.96499633789062,125.98100280761719
125.98500061035156,125.82499694824219
125.82499694824219,125.82499694824219
125.82990264892578,125.75
125.75700378417969,125.62999725341797
125.62999725341797,125.55000305175781
125.54000091552734,125.55000305175781
125.55989837646484,125.71499633789062
125.71990203857422,125.81999969482422
125.81999969482422,125.91500091552734
125.91999816894531,125.87999725341797
