Date,Open,High,Low,Close,Adj Close,Volume
2020-07-06,14.100000381469727,15.329999923706055,13.6899995803833,14.380000114440918,14.265342712402344,176300.0
2020-07-13,14.449999809265137,16.780000686645508,12.899999618530273,14.380000114440918,14.265342712402344,383200.0
2020-07-20,14.569999694824219,19.649999618530273,13.869999885559082,15.199999809265137,15.078804016113281,881400.0
2020-07-27,15.630000114440918,16.6299991607666,14.34000015258789,16.010000228881836,15.882346153259277,177600.0
2020-08-03,16.219999313354492,22.549999237060547,15.539999961853027,19.309999465942383,19.156034469604492,1045300.0
2020-08-10,19.979999542236328,19.989999771118164,14.649999618530273,15.40999984741211,15.287129402160645,266400.0
2020-08-17,15.229999542236328,16.770000457763672,14.75,15.100000381469727,14.979601860046387,103400.0
2020-08-24,15.229999542236328,16.010000228881836,14.5,15.5,15.376412391662598,145200.0
2020-08-31,15.489999771118164,15.489999771118164,12.3100004196167,12.3100004196167,12.211847305297852,244000.0
2020-09-07,12.020000457763672,13.84000015258789,11.550000190734863,12.430000305175781,12.330890655517578,112900.0
2020-09-14,12.699999809265137,15.859999656677246,12.010000228881836,15.050000190734863,14.954297065734863,212800.0
2020-09-21,14.819999694824219,15.100000381469727,13.170000076293945,14.8100004196167,14.71582317352295,98900.0
2020-09-28,14.859999656677246,15.979999542236328,13.970000267028809,15.720000267028809,15.620037078857422,128000.0
2020-10-05,15.699999809265137,16.479999542236328,14.760000228881836,15.149999618530273,15.05366039276123,78300.0
2020-10-12,15.229999542236328,15.399999618530273,13.550000190734863,13.640000343322754,13.553262710571289,138500.0
2020-10-19,14.75,18.030000686645508,14.75,16.149999618530273,16.04730224609375,301300.0
2020-10-26,16.040000915527344,16.75,14.149999618530273,15.59000015258789,15.490861892700195,186500.0
2020-11-02,15.600000381469727,17.610000610351562,14.350000381469727,15.779999732971191,15.679654121398926,125500.0
2020-11-09,15.039999961853027,15.399999618530273,11.229999542236328,15.239999771118164,15.143087387084961,274600.0
2020-11-16,15.0,15.0,12.289999961853027,12.430000305175781,12.350957870483398,195800.0
2020-11-23,12.880000114440918,14.140000343322754,11.819999694824219,12.539999961853027,12.460257530212402,271500.0
2020-11-30,12.619999885559082,13.479999542236328,12.5,12.75,12.668922424316406,118000.0
2020-12-07,12.869999885559082,13.609999656677246,12.600000381469727,13.300000190734863,13.23532772064209,116600.0
2020-12-14,13.3100004196167,13.710000038146973,12.899999618530273,13.649999618530273,13.583625793457031,160000.0
2020-12-21,13.170000076293945,14.369999885559082,13.170000076293945,14.039999961853027,13.971729278564453,91900.0
2020-12-28,14.369999885559082,14.65999984741211,13.119999885559082,13.359999656677246,13.295036315917969,123200.0
2021-01-04,13.630000114440918,13.630000114440918,12.170000076293945,13.050000190734863,12.986543655395508,118500.0
2021-01-11,13.170000076293945,13.170000076293945,12.300000190734863,12.390000343322754,12.329752922058105,74900.0
2021-01-18,12.399999618530273,13.170000076293945,11.600000381469727,12.920000076293945,12.857175827026367,192000.0
2021-01-25,12.890000343322754,13.210000038146973,12.109999656677246,12.479999542236328,12.41931438446045,132200.0
2021-02-01,12.5,14.140000343322754,11.989999771118164,12.399999618530273,12.339703559875488,236300.0
2021-02-08,12.630000114440918,13.5,12.100000381469727,12.329999923706055,12.270044326782227,402400.0
2021-02-15,12.199999809265137,12.470000267028809,9.760000228881836,9.890000343322754,9.841909408569336,382000.0
2021-02-22,10.0600004196167,10.979999542236328,9.899999618530273,10.449999809265137,10.399186134338379,397500.0
2021-03-01,10.729999542236328,11.6899995803833,10.40999984741211,10.8100004196167,10.75743579864502,204300.0
2021-03-08,10.8100004196167,12.5,10.65999984741211,12.5,12.439217567443848,133200.0
2021-03-15,12.5,12.949999809265137,12.279999732971191,12.649999618530273,12.622177124023438,121600.0
2021-03-22,12.609999656677246,12.710000038146973,11.59000015258789,12.390000343322754,12.362750053405762,83100.0
2021-03-29,12.699999809265137,12.699999809265137,11.710000038146973,11.899999618530273,11.87382698059082,93700.0
2021-04-05,12.0600004196167,12.239999771118164,11.40999984741211,11.789999961853027,11.764068603515625,62600.0
2021-04-12,11.670000076293945,12.59000015258789,11.390000343322754,12.59000015258789,12.562309265136719,74000.0
2021-04-19,12.5,14.649999618530273,12.470000267028809,13.520000457763672,13.490263938903809,181200.0
2021-04-26,13.770000457763672,14.199999809265137,13.010000228881836,13.359999656677246,13.330615997314453,118500.0
2021-05-03,13.40999984741211,13.6899995803833,12.699999809265137,12.710000038146973,12.682045936584473,57800.0
2021-05-10,12.800000190734863,12.989999771118164,11.390000343322754,11.84000015258789,11.813959121704102,78600.0
2021-05-17,12.09000015258789,12.960000038146973,11.800000190734863,12.65999984741211,12.632155418395996,57100.0
2021-05-24,12.4399995803833,13.739999771118164,12.4399995803833,13.649999618530273,13.619977951049805,55000.0
2021-05-31,14.09000015258789,15.210000038146973,13.170000076293945,14.15999984741211,14.128856658935547,81700.0
2021-06-07,14.25,14.25,12.75,12.880000114440918,12.880000114440918,44900.0
2021-06-14,12.859999656677246,13.1899995803833,10.899999618530273,11.050000190734863,11.050000190734863,90200.0
2021-06-21,11.149999618530273,13.1899995803833,10.920000076293945,12.130000114440918,12.130000114440918,344900.0
2021-06-28,12.289999961853027,12.949999809265137,11.609999656677246,12.0,12.0,104100.0
2021-07-06,12.130000114440918,12.350000381469727,12.088000297546387,12.109999656677246,12.109999656677246,2713.0
