Datetime,Open,High,Low,Close,Adj Close,Volume
2021-06-08 09:30:00-04:00,16.75,18.920000076293945,16.740100860595703,17.476499557495117,17.476499557495117,74095845
2021-06-08 09:35:00-04:00,17.479900360107422,17.6299991607666,16.81999969482422,17.222900390625,17.222900390625,15512570
2021-06-08 09:40:00-04:00,17.200000762939453,17.809999465942383,16.31999969482422,16.889999389648438,16.889999389648438,13948222
2021-06-08 09:45:00-04:00,16.8700008392334,18.190000534057617,16.85580062866211,17.985000610351562,17.985000610351562,15927449
2021-06-08 09:50:00-04:00,17.989999771118164,18.299999237060547,17.079999923706055,17.675800323486328,17.675800323486328,10498275
2021-06-08 09:55:00-04:00,17.649999618530273,18.09000015258789,17.3799991607666,17.732999801635742,17.732999801635742,7795108
2021-06-08 10:00:00-04:00,17.719999313354492,18.149999618530273,17.440000534057617,18.059999465942383,18.059999465942383,8742887
2021-06-08 10:05:00-04:00,18.070100784301758,18.450000762939453,17.469999313354492,17.81399917602539,17.81399917602539,9870942
2021-06-08 10:10:00-04:00,17.829999923706055,19.219999313354492,17.770000457763672,19.209999084472656,19.209999084472656,14527763
2021-06-08 10:15:00-04:00,19.200000762939453,19.739999771118164,18.799999237060547,19.68000030517578,19.68000030517578,16357941
2021-06-08 10:20:00-04:00,19.650299072265625,20.299999237060547,19.399999618530273,19.91830062866211,19.91830062866211,16523671
2021-06-08 10:25:00-04:00,19.93000030517578,20.829999923706055,19.670000076293945,20.768600463867188,20.768600463867188,12306969
2021-06-08 10:30:00-04:00,20.770000457763672,24.93000030517578,20.75,23.489999771118164,23.489999771118164,31447466
2021-06-08 10:35:00-04:00,23.43000030517578,23.649999618530273,21.260000228881836,21.420000076293945,21.420000076293945,21160259
2021-06-08 10:40:00-04:00,21.420000076293945,22.100000381469727,20.700000762939453,21.010000228881836,21.010000228881836,17314318
2021-06-08 10:45:00-04:00,21.0049991607666,22.059999465942383,20.799999237060547,21.700000762939453,21.700000762939453,9241255
2021-06-08 10:50:00-04:00,21.700000762939453,22.030000686645508,19.639999389648438,19.93000030517578,19.93000030517578,13972986
2021-06-08 10:55:00-04:00,19.93000030517578,20.43000030517578,19.68000030517578,20.301799774169922,20.301799774169922,8726827
2021-06-08 11:00:00-04:00,20.265899658203125,20.350000381469727,18.770000457763672,18.95639991760254,18.95639991760254,9624603
2021-06-08 11:05:00-04:00,18.950000762939453,19.479999542236328,18.829999923706055,19.1200008392334,19.1200008392334,8726229
2021-06-08 11:10:00-04:00,19.1299991607666,19.15999984741211,17.200000762939453,17.84000015258789,17.84000015258789,16162361
2021-06-08 11:15:00-04:00,17.829999923706055,18.200000762939453,16.68000030517578,17.149999618530273,17.149999618530273,12250763
2021-06-08 11:20:00-04:00,17.18000030517578,18.420000076293945,17.1200008392334,18.420000076293945,18.420000076293945,9720281
2021-06-08 11:25:00-04:00,18.399999618530273,18.540000915527344,18.010000228881836,18.479999542236328,18.479999542236328,8870228
2021-06-08 11:30:00-04:00,18.469999313354492,18.84000015258789,17.520000457763672,18.810100555419922,18.810100555419922,7875300
2021-06-08 11:35:00-04:00,18.829999923706055,19.450000762939453,18.600000381469727,18.949399948120117,18.949399948120117,11329385
2021-06-08 11:40:00-04:00,18.930099487304688,19.440000534057617,18.850000381469727,19.15999984741211,19.15999984741211,7572087
2021-06-08 11:45:00-04:00,19.15999984741211,19.280000686645508,18.540000915527344,18.719999313354492,18.719999313354492,6237546
2021-06-08 11:50:00-04:00,18.709999084472656,19.149999618530273,18.260000228881836,18.940000534057617,18.940000534057617,6709025
2021-06-08 11:55:00-04:00,18.93000030517578,19.690000534057617,18.850000381469727,19.520000457763672,19.520000457763672,8136699
2021-06-08 12:00:00-04:00,19.524999618530273,19.75,19.020000457763672,19.546300888061523,19.546300888061523,6612534
2021-06-08 12:05:00-04:00,19.558799743652344,19.75,19.1200008392334,19.329999923706055,19.329999923706055,5927194
2021-06-08 12:10:00-04:00,19.360000610351562,20.83970069885254,19.020000457763672,20.603500366210938,20.603500366210938,9991155
2021-06-08 12:15:00-04:00,20.602800369262695,21.440000534057617,20.350000381469727,20.90399932861328,20.90399932861328,13765364
2021-06-08 12:20:00-04:00,20.899999618530273,21.030000686645508,20.030000686645508,20.44379997253418,20.44379997253418,9536107
2021-06-08 12:25:00-04:00,20.42609977722168,21.200000762939453,20.299999237060547,21.170000076293945,21.170000076293945,7280071
2021-06-08 12:30:00-04:00,21.18000030517578,21.399999618530273,20.760000228881836,21.260000228881836,21.260000228881836,9096110
2021-06-08 12:35:00-04:00,21.277700424194336,21.709999084472656,20.799999237060547,21.610000610351562,21.610000610351562,9978094
2021-06-08 12:40:00-04:00,21.61009979248047,21.979999542236328,20.540000915527344,20.960100173950195,20.960100173950195,9407698
2021-06-08 12:45:00-04:00,20.960100173950195,21.34000015258789,20.600000381469727,20.77720069885254,20.77720069885254,6095243
2021-06-08 12:50:00-04:00,20.77669906616211,21.06999969482422,20.329999923706055,20.686100006103516,20.686100006103516,5703238
2021-06-08 12:55:00-04:00,20.67009925842285,21.0,20.549999237060547,20.899999618530273,20.899999618530273,3994313
2021-06-08 13:00:00-04:00,20.899999618530273,21.350000381469727,20.799999237060547,20.885900497436523,20.885900497436523,6326979
2021-06-08 13:05:00-04:00,20.909900665283203,20.93000030517578,20.1299991607666,20.319000244140625,20.319000244140625,5551250
