Open,High,Low,Close,Adj Close,Volume,Date
6.110000133514404,6.139999866485596,6.110000133514404,6.125,6.125,39145.0,Datetime
6.130000114440918,6.139999866485596,6.119999885559082,6.125,6.125,23713.0,2021-06-04 09:30:00-04:00
6.130000114440918,6.144999980926514,6.125,6.130000114440918,6.130000114440918,25119.0,2021-06-04 09:35:00-04:00
6.119999885559082,6.130000114440918,6.119999885559082,6.119999885559082,6.119999885559082,22387.0,2021-06-04 09:40:00-04:00
6.119999885559082,6.125,6.110000133514404,6.110000133514404,6.110000133514404,15256.0,2021-06-04 09:45:00-04:00
6.110000133514404,6.125,6.110000133514404,6.122000217437744,6.122000217437744,13391.0,2021-06-04 09:50:00-04:00
6.119999885559082,6.125,6.110000133514404,6.125,6.125,16628.0,2021-06-04 09:55:00-04:00
6.125,6.127999782562256,6.110000133514404,6.110000133514404,6.110000133514404,10595.0,2021-06-04 10:00:00-04:00
6.112199783325195,6.114999771118164,6.110000133514404,6.110000133514404,6.110000133514404,2024.0,2021-06-04 10:05:00-04:00
6.110000133514404,6.110000133514404,6.090000152587891,6.09499979019165,6.09499979019165,24567.0,2021-06-04 10:10:00-04:00
6.090000152587891,6.105000019073486,6.090000152587891,6.100100040435791,6.100100040435791,49487.0,2021-06-04 10:15:00-04:00
6.105000019073486,6.114999771118164,6.090000152587891,6.114999771118164,6.114999771118164,19409.0,2021-06-04 10:20:00-04:00
6.114999771118164,6.114999771118164,6.114999771118164,6.114999771118164,6.114999771118164,972.0,2021-06-04 10:25:00-04:00
6.114999771118164,6.135000228881836,6.114999771118164,6.119999885559082,6.119999885559082,25892.0,2021-06-04 10:30:00-04:00
6.125,6.125,6.110000133514404,6.114999771118164,6.114999771118164,10770.0,2021-06-04 10:35:00-04:00
6.114999771118164,6.125,6.114999771118164,6.125,6.125,6020.0,2021-06-04 10:40:00-04:00
6.125,6.129899978637695,6.110000133514404,6.114999771118164,6.114999771118164,9920.0,2021-06-04 10:45:00-04:00
6.119999885559082,6.125,6.110000133514404,6.125,6.125,26240.0,2021-06-04 10:50:00-04:00
6.125,6.125,6.119999885559082,6.119999885559082,6.119999885559082,2929.0,2021-06-04 10:55:00-04:00
6.125,6.137199878692627,6.119999885559082,6.130000114440918,6.130000114440918,10840.0,2021-06-04 11:00:00-04:00
6.130000114440918,6.135000228881836,6.125,6.125,6.125,19875.0,2021-06-04 11:05:00-04:00
6.120999813079834,6.125,6.119999885559082,6.125,6.125,1211.0,2021-06-04 11:10:00-04:00
