Open,High,Low,Close,Adj Close,Volume,Date
33.75,33.79999923706055,33.72999954223633,33.72999954223633,33.72999954223633,173888.0,Datetime
33.7400016784668,33.77000045776367,33.72999954223633,33.7400016784668,33.7400016784668,64314.0,2021-06-17 09:30:00-04:00
33.7400016784668,33.77000045776367,33.7400016784668,33.7599983215332,33.7599983215332,24990.0,2021-06-17 09:35:00-04:00
33.7599983215332,33.77000045776367,33.73500061035156,33.7400016784668,33.7400016784668,46193.0,2021-06-17 09:40:00-04:00
33.7400016784668,33.744998931884766,33.7400016784668,33.7400016784668,33.7400016784668,12683.0,2021-06-17 09:45:00-04:00
33.75,33.75,33.709999084472656,33.709999084472656,33.709999084472656,43127.0,2021-06-17 09:50:00-04:00
33.71500015258789,33.7599983215332,33.709999084472656,33.755001068115234,33.755001068115234,71978.0,2021-06-17 09:55:00-04:00
33.75,33.77000045776367,33.75,33.77000045776367,33.77000045776367,16403.0,2021-06-17 10:00:00-04:00
33.77000045776367,33.790000915527344,33.7599983215332,33.790000915527344,33.790000915527344,23230.0,2021-06-17 10:05:00-04:00
33.790000915527344,33.790000915527344,33.779998779296875,33.790000915527344,33.790000915527344,10761.0,2021-06-17 10:10:00-04:00
33.790000915527344,33.79999923706055,33.790000915527344,33.79999923706055,33.79999923706055,8456.0,2021-06-17 10:15:00-04:00
33.79999923706055,33.79999923706055,33.779998779296875,33.78499984741211,33.78499984741211,18161.0,2021-06-17 10:20:00-04:00
33.78499984741211,33.790000915527344,33.779998779296875,33.790000915527344,33.790000915527344,5147.0,2021-06-17 10:25:00-04:00
33.78499984741211,33.790000915527344,33.779998779296875,33.78499984741211,33.78499984741211,4175.0,2021-06-17 10:30:00-04:00
33.790000915527344,33.80500030517578,33.779998779296875,33.79999923706055,33.79999923706055,121294.0,2021-06-17 10:35:00-04:00
33.79999923706055,33.79999923706055,33.790000915527344,33.79499816894531,33.79499816894531,21614.0,2021-06-17 10:40:00-04:00
33.79999923706055,33.79999923706055,33.790000915527344,33.79499816894531,33.79499816894531,5414.0,2021-06-17 10:45:00-04:00
33.79999923706055,33.79999923706055,33.79499816894531,33.79499816894531,33.79499816894531,15991.0,2021-06-17 10:50:00-04:00
33.79999923706055,33.79999923706055,33.790000915527344,33.79999923706055,33.79999923706055,8485.0,2021-06-17 10:55:00-04:00
33.79999923706055,33.79999923706055,33.790000915527344,33.790000915527344,33.790000915527344,5953.0,2021-06-17 11:00:00-04:00
33.790000915527344,33.79999923706055,33.790000915527344,33.79999923706055,33.79999923706055,4878.0,2021-06-17 11:05:00-04:00
33.790000915527344,33.79999923706055,33.790000915527344,33.79499816894531,33.79499816894531,2050.0,2021-06-17 11:10:00-04:00
33.79499816894531,33.79999923706055,33.790000915527344,33.79999923706055,33.79999923706055,5662.0,2021-06-17 11:15:00-04:00
33.79499816894531,33.79999923706055,33.790000915527344,33.79499816894531,33.79499816894531,3252.0,2021-06-17 11:20:00-04:00
33.79499816894531,33.79999923706055,33.790000915527344,33.79249954223633,33.79249954223633,11838.0,2021-06-17 11:25:00-04:00
33.790000915527344,33.79999923706055,33.790000915527344,33.79999923706055,33.79999923706055,4820.0,2021-06-17 11:30:00-04:00
33.79999923706055,33.81999969482422,33.79499816894531,33.810001373291016,33.810001373291016,74041.0,2021-06-17 11:35:00-04:00
33.814998626708984,33.81999969482422,33.810001373291016,33.810001373291016,33.810001373291016,8021.0,2021-06-17 11:40:00-04:00
33.814998626708984,33.814998626708984,33.79999923706055,33.810001373291016,33.810001373291016,21859.0,2021-06-17 11:45:00-04:00
33.79999923706055,33.810001373291016,33.779998779296875,33.78499984741211,33.78499984741211,26030.0,2021-06-17 11:50:00-04:00
33.779998779296875,33.79999923706055,33.779998779296875,33.79499816894531,33.79499816894531,8151.0,2021-06-17 11:55:00-04:00
33.79999923706055,33.79999923706055,33.790000915527344,33.79499816894531,33.79499816894531,2869.0,2021-06-17 12:00:00-04:00
33.790000915527344,33.79999923706055,33.790000915527344,33.790000915527344,33.790000915527344,4287.0,2021-06-17 12:05:00-04:00
33.790000915527344,33.79999923706055,33.790000915527344,33.79499816894531,33.79499816894531,30585.0,2021-06-17 12:10:00-04:00
