Datetime,Open,High,Low,Close,Adj Close,Volume
2021-05-14 09:30:00-04:00,4129.580078125,4145.52978515625,4129.580078125,4144.43017578125,4144.43017578125,0
2021-05-14 09:31:00-04:00,4144.2900390625,4147.22998046875,4143.509765625,4145.18017578125,4145.18017578125,10234118
2021-05-14 09:32:00-04:00,4145.14013671875,4146.06982421875,4143.97021484375,4145.77001953125,4145.77001953125,10256422
2021-05-14 09:33:00-04:00,4145.919921875,4147.35009765625,4144.8798828125,4145.2001953125,4145.2001953125,8278254
2021-05-14 09:34:00-04:00,4145.1298828125,4145.3798828125,4142.72998046875,4143.330078125,4143.330078125,8491639
2021-05-14 09:35:00-04:00,4143.7001953125,4144.85009765625,4143.509765625,4144.52978515625,4144.52978515625,7637647
2021-05-14 09:36:00-04:00,4144.52001953125,4145.490234375,4143.66015625,4143.7998046875,4143.7998046875,7376851
2021-05-14 09:37:00-04:00,4144.22998046875,4145.240234375,4143.0400390625,4145.009765625,4145.009765625,8671902
2021-05-14 09:38:00-04:00,4144.93017578125,4145.83984375,4144.7998046875,4145.5498046875,4145.5498046875,7817303
2021-05-14 09:39:00-04:00,4145.72021484375,4146.02001953125,4144.9599609375,4144.990234375,4144.990234375,6104121
2021-05-14 09:40:00-04:00,4144.8701171875,4147.580078125,4144.8701171875,4146.33984375,4146.33984375,7886216
2021-05-14 09:41:00-04:00,4146.52001953125,4146.52001953125,4144.93994140625,4145.7001953125,4145.7001953125,6956975
2021-05-14 09:42:00-04:00,4145.6201171875,4146.14990234375,4144.47998046875,4145.81005859375,4145.81005859375,6911281
2021-05-14 09:43:00-04:00,4145.93994140625,4147.31982421875,4145.77001953125,4145.77001953125,4145.77001953125,6878423
2021-05-14 09:44:00-04:00,4145.490234375,4148.10986328125,4145.35986328125,4148.06982421875,4148.06982421875,6772527
2021-05-14 09:45:00-04:00,4148.06005859375,4149.97021484375,4148.06005859375,4149.97021484375,4149.97021484375,6315732
2021-05-14 09:46:00-04:00,4149.419921875,4150.10009765625,4148.77001953125,4149.43994140625,4149.43994140625,6410463
2021-05-14 09:47:00-04:00,4149.60986328125,4150.8701171875,4149.56982421875,4150.509765625,4150.509765625,6435216
2021-05-14 09:48:00-04:00,4150.5,4150.7900390625,4149.490234375,4150.68017578125,4150.68017578125,6219474
2021-05-14 09:49:00-04:00,4150.669921875,4150.669921875,4149.419921875,4149.419921875,4149.419921875,5283355
2021-05-14 09:50:00-04:00,4149.41015625,4149.72998046875,4148.27978515625,4149.4599609375,4149.4599609375,7453421
2021-05-14 09:51:00-04:00,4149.490234375,4150.52001953125,4149.47021484375,4150.2900390625,4150.2900390625,6534541
2021-05-14 09:52:00-04:00,4150.5,4152.419921875,4150.5,4152.3798828125,4152.3798828125,6128263
2021-05-14 09:53:00-04:00,4152.47998046875,4153.56005859375,4152.47998046875,4153.169921875,4153.169921875,7063886
2021-05-14 09:54:00-04:00,4153.41015625,4153.580078125,4152.490234375,4152.75,4152.75,6467975
2021-05-14 09:55:00-04:00,4152.7099609375,4154.3798828125,4151.93017578125,4154.08984375,4154.08984375,7207444
2021-05-14 09:56:00-04:00,4153.93994140625,4154.27001953125,4153.41015625,4154.22021484375,4154.22021484375,5472232
2021-05-14 09:57:00-04:00,4154.35009765625,4155.14990234375,4154.2900390625,4154.89990234375,4154.89990234375,6839120
2021-05-14 09:58:00-04:00,4154.72021484375,4156.580078125,4154.7099609375,4156.22021484375,4156.22021484375,6394133
2021-05-14 09:59:00-04:00,4156.08984375,4156.830078125,4155.6201171875,4156.77978515625,4156.77978515625,5073466
2021-05-14 10:00:00-04:00,4157.81982421875,4158.39990234375,4154.1298828125,4155.509765625,4155.509765625,8174033
2021-05-14 10:01:00-04:00,4155.56982421875,4158.10986328125,4155.56982421875,4156.009765625,4156.009765625,6809737
2021-05-14 10:02:00-04:00,4155.9501953125,4157.39990234375,4155.18017578125,4156.9599609375,4156.9599609375,5751684
2021-05-14 10:03:00-04:00,4157.06982421875,4157.43017578125,4155.509765625,4156.06982421875,4156.06982421875,5823494
2021-05-14 10:04:00-04:00,4156.16015625,4156.919921875,4155.990234375,4156.75,4156.75,5487390
2021-05-14 10:05:00-04:00,4156.6298828125,4156.7900390625,4154.77001953125,4154.83984375,4154.83984375,6066554
2021-05-14 10:06:00-04:00,4154.8701171875,4155.2001953125,4151.330078125,4151.47021484375,4151.47021484375,6715285
2021-05-14 10:07:00-04:00,4151.4599609375,4151.669921875,4150.5,4151.1298828125,4151.1298828125,5243758
2021-05-14 10:08:00-04:00,4150.9501953125,4152.22021484375,4150.9501953125,4151.27001953125,4151.27001953125,4878980
2021-05-14 10:09:00-04:00,4151.22021484375,4151.77001953125,4150.8798828125,4151.25,4151.25,6115780
2021-05-14 10:10:00-04:00,4151.2001953125,4153.9501953125,4151.1201171875,4153.9501953125,4153.9501953125,5066379
2021-05-14 10:11:00-04:00,4154.1298828125,4156.0498046875,4153.58984375,4156.0498046875,4156.0498046875,5765420
2021-05-14 10:12:00-04:00,4156.1298828125,4157.18994140625,4155.7001953125,4156.47998046875,4156.47998046875,5265795
2021-05-14 10:13:00-04:00,4156.5400390625,4156.830078125,4155.10986328125,4156.35009765625,4156.35009765625,5089504
2021-05-14 10:14:00-04:00,4156.33984375,4157.3798828125,4155.81982421875,4156.81982421875,4156.81982421875,7242695
2021-05-14 10:15:00-04:00,4156.830078125,4157.1201171875,4155.43994140625,4155.43994140625,4155.43994140625,6105437
2021-05-14 10:16:00-04:00,4155.47998046875,4155.72998046875,4154.41015625,4155.5,4155.5,5257043
2021-05-14 10:17:00-04:00,4155.56005859375,4155.93017578125,4155.39013671875,4155.68017578125,4155.68017578125,5364969
2021-05-14 10:18:00-04:00,4155.740234375,4156.1298828125,4155.27978515625,4156.0498046875,4156.0498046875,4956614
2021-05-14 10:19:00-04:00,4156.16015625,4156.7900390625,4155.7099609375,4155.81005859375,4155.81005859375,4897542
2021-05-14 10:20:00-04:00,4155.7998046875,4157.580078125,4155.77978515625,4157.35009765625,4157.35009765625,4453685
2021-05-14 10:21:00-04:00,4157.35009765625,4158.85009765625,4157.35009765625,4158.85009765625,4158.85009765625,5152773
2021-05-14 10:22:00-04:00,4158.91015625,4160.06982421875,4158.64013671875,4160.06982421875,4160.06982421875,5165030
2021-05-14 10:23:00-04:00,4160.06982421875,4160.2998046875,4158.2001953125,4158.669921875,4158.669921875,4878917
2021-05-14 10:24:00-04:00,4158.60986328125,4158.60986328125,4157.2998046875,4157.740234375,4157.740234375,4608711
2021-05-14 10:25:00-04:00,4157.7998046875,4160.2998046875,4157.7998046875,4160.27978515625,4160.27978515625,5012449
2021-05-14 10:26:00-04:00,4160.009765625,4160.27978515625,4159.47998046875,4159.64013671875,4159.64013671875,4747273
2021-05-14 10:27:00-04:00,4159.72021484375,4159.830078125,4158.72021484375,4158.7998046875,4158.7998046875,4175893
2021-05-14 10:28:00-04:00,4158.7998046875,4159.490234375,4158.7998046875,4159.22021484375,4159.22021484375,4394499
2021-05-14 10:29:00-04:00,4159.240234375,4159.47998046875,4153.77978515625,4153.77978515625,4153.77978515625,6423675
2021-05-14 10:30:00-04:00,4153.490234375,4156.56982421875,4153.490234375,4155.68994140625,4155.68994140625,6481914
2021-05-14 10:31:00-04:00,4155.75,4156.759765625,4155.64990234375,4155.93017578125,4155.93017578125,4812815
2021-05-14 10:32:00-04:00,4155.93017578125,4157.25,4155.68017578125,4157.14990234375,4157.14990234375,4433451
2021-05-14 10:33:00-04:00,4157.14013671875,4157.8798828125,4157.14013671875,4157.77978515625,4157.77978515625,3873873
2021-05-14 10:34:00-04:00,4157.759765625,4158.5,4157.509765625,4158.43017578125,4158.43017578125,3863163
2021-05-14 10:35:00-04:00,4158.419921875,4158.60986328125,4157.1298828125,4157.14013671875,4157.14013671875,4695789
2021-05-14 10:36:00-04:00,4157.1201171875,4157.18994140625,4154.64013671875,4154.89013671875,4154.89013671875,4852418
2021-05-14 10:37:00-04:00,4154.89013671875,4155.509765625,4153.990234375,4154.10009765625,4154.10009765625,4945721
2021-05-14 10:38:00-04:00,4154.10986328125,4154.580078125,4152.9501953125,4153.740234375,4153.740234375,4406983
2021-05-14 10:39:00-04:00,4153.7998046875,4154.77978515625,4152.830078125,4152.9501953125,4152.9501953125,4611511
2021-05-14 10:40:00-04:00,4153.31005859375,4154.64990234375,4153.31005859375,4154.47998046875,4154.47998046875,4814076
2021-05-14 10:41:00-04:00,4154.509765625,4155.2001953125,4153.97021484375,4154.14990234375,4154.14990234375,5577417
2021-05-14 10:42:00-04:00,4154.02978515625,4154.1298828125,4152.47021484375,4152.47021484375,4152.47021484375,3889918
2021-05-14 10:43:00-04:00,4152.41015625,4152.60986328125,4150.06005859375,4150.10986328125,4150.10986328125,4605372
2021-05-14 10:44:00-04:00,4150.08984375,4150.35986328125,4149.64013671875,4150.18994140625,4150.18994140625,4473486
2021-05-14 10:45:00-04:00,4150.41015625,4154.4599609375,4150.41015625,4154.3701171875,4154.3701171875,5231939
2021-05-14 10:46:00-04:00,4154.43017578125,4155.0498046875,4153.64013671875,4154.52001953125,4154.52001953125,3934765
2021-05-14 10:47:00-04:00,4154.490234375,4155.490234375,4154.39013671875,4155.31005859375,4155.31005859375,3877174
2021-05-14 10:48:00-04:00,4155.35986328125,4157.02978515625,4155.35986328125,4156.97998046875,4156.97998046875,3733244
2021-05-14 10:49:00-04:00,4157.22021484375,4158.52978515625,4157.22021484375,4158.52978515625,4158.52978515625,3879071
2021-05-14 10:50:00-04:00,4158.490234375,4159.080078125,4158.419921875,4158.5498046875,4158.5498046875,5415068
2021-05-14 10:51:00-04:00,4158.509765625,4159.2099609375,4158.16015625,4159.2099609375,4159.2099609375,3933671
2021-05-14 10:52:00-04:00,4159.2099609375,4159.81005859375,4159.0,4159.259765625,4159.259765625,3787751
2021-05-14 10:53:00-04:00,4159.27978515625,4159.4599609375,4158.77978515625,4158.7998046875,4158.7998046875,3962140
2021-05-14 10:54:00-04:00,4158.7900390625,4159.60986328125,4158.7900390625,4159.1298828125,4159.1298828125,3758407
2021-05-14 10:55:00-04:00,4159.14990234375,4160.06982421875,4158.89990234375,4158.89990234375,4158.89990234375,4012097
2021-05-14 10:56:00-04:00,4158.93994140625,4159.8701171875,4158.72021484375,4159.8701171875,4159.8701171875,4250496
2021-05-14 10:57:00-04:00,4159.77978515625,4160.89990234375,4159.75,4160.740234375,4160.740234375,4495871
2021-05-14 10:58:00-04:00,4160.77978515625,4161.93994140625,4160.64013671875,4161.93994140625,4161.93994140625,3904338
2021-05-14 10:59:00-04:00,4161.93017578125,4162.27978515625,4161.490234375,4161.490234375,4161.490234375,3574245
2021-05-14 11:00:00-04:00,4161.64013671875,4162.10009765625,4160.66015625,4160.740234375,4160.740234375,3713203
2021-05-14 11:01:00-04:00,4160.72021484375,4160.72021484375,4158.009765625,4158.419921875,4158.419921875,5509240
2021-05-14 11:02:00-04:00,4158.47998046875,4158.7998046875,4158.009765625,4158.4599609375,4158.4599609375,4070628
2021-05-14 11:03:00-04:00,4158.52978515625,4159.02001953125,4157.68017578125,4158.18994140625,4158.18994140625,4437305
2021-05-14 11:04:00-04:00,4158.14990234375,4158.14990234375,4157.27001953125,4157.83984375,4157.83984375,3949118
2021-05-14 11:05:00-04:00,4157.81982421875,4158.2900390625,4157.75,4158.25,4158.25,2919171
2021-05-14 11:06:00-04:00,4158.240234375,4159.8701171875,4158.240234375,4159.8701171875,4159.8701171875,3635567
2021-05-14 11:07:00-04:00,4159.8798828125,4160.3798828125,4159.3798828125,4160.240234375,4160.240234375,3381422
2021-05-14 11:08:00-04:00,4160.25,4160.27978515625,4159.56005859375,4159.56005859375,4159.56005859375,3563785
2021-05-14 11:09:00-04:00,4159.509765625,4159.60009765625,4157.919921875,4157.919921875,4157.919921875,3354901
2021-05-14 11:10:00-04:00,4157.8798828125,4160.58984375,4157.8798828125,4160.43994140625,4160.43994140625,3432885
2021-05-14 11:11:00-04:00,4160.7001953125,4161.080078125,4160.06005859375,4160.740234375,4160.740234375,3877907
