Open,High,Low,Close,Volume,Date
81.400000,81.920000,79.290000,79.290000,2867,2021-12-08T14:30:00Z
79.290000,79.570000,78.120000,78.735000,1014,2021-12-08T14:35:00Z
78.345000,79.380000,77.770000,78.060100,4066,2021-12-08T14:40:00Z
78.585000,78.877500,78.000000,78.190000,1893,2021-12-08T14:45:00Z
78.200000,78.849400,78.010000,78.650000,5300,2021-12-08T14:50:00Z
78.460000,78.460000,77.710000,77.950000,1570,2021-12-08T14:55:00Z
78.010000,78.490000,77.777000,78.110000,7915,2021-12-08T15:00:00Z
78.300000,78.797900,78.300000,78.410000,1759,2021-12-08T15:05:00Z
78.600000,78.695000,77.800000,77.800000,1969,2021-12-08T15:10:00Z
77.490000,78.190000,77.490000,78.100000,3283,2021-12-08T15:15:00Z
78.210000,78.860000,78.210000,78.675000,3204,2021-12-08T15:20:00Z
78.665000,78.665000,78.510000,78.510000,500,2021-12-08T15:25:00Z
78.630000,79.040000,78.455000,78.915000,1714,2021-12-08T15:30:00Z
78.900000,79.740000,78.900000,79.639200,1969,2021-12-08T15:35:00Z
79.350000,79.350000,78.815000,79.110000,1516,2021-12-08T15:40:00Z
79.011000,79.110000,78.825000,79.110000,1667,2021-12-08T15:45:00Z
79.095000,79.690000,78.910000,79.680000,1932,2021-12-08T15:50:00Z
79.920000,80.120000,79.830000,80.115000,707,2021-12-08T15:55:00Z
80.230000,80.230000,80.030000,80.075000,903,2021-12-08T16:00:00Z
80.152500,80.290000,79.920000,80.290000,2683,2021-12-08T16:05:00Z
80.280000,80.280000,79.970000,80.020000,1100,2021-12-08T16:10:00Z
80.080000,80.290000,80.080000,80.130000,1497,2021-12-08T16:15:00Z
79.980000,80.300000,79.980000,80.300000,900,2021-12-08T16:20:00Z
80.310000,80.520000,80.227500,80.520000,1776,2021-12-08T16:25:00Z
80.790000,80.990000,80.790000,80.820000,557,2021-12-08T16:30:00Z
80.860000,82.000000,80.860000,81.960000,8626,2021-12-08T16:35:00Z
81.980000,82.540000,81.830000,82.540000,4078,2021-12-08T16:40:00Z
82.305000,82.960000,82.305000,82.920000,16847,2021-12-08T16:45:00Z
82.490000,82.860000,82.190000,82.190000,3118,2021-12-08T16:50:00Z
82.040000,82.040000,81.740000,81.925000,400,2021-12-08T16:55:00Z
82.050000,82.050000,81.720000,81.740000,800,2021-12-08T17:00:00Z
81.430000,81.615000,81.320000,81.420000,1527,2021-12-08T17:05:00Z
81.420000,81.465000,81.070000,81.205000,1800,2021-12-08T17:10:00Z
80.940000,81.800000,80.940000,81.800000,3955,2021-12-08T17:15:00Z
